Bestellnummer,Aktivitaet,Timestamp,Station
ORD-10366,Wareneingang im LVS,2025-09-04 13:20:13,Server
ORD-10366,Kommissionierung gestartet,2025-09-04 16:20:13,Lagerhalle A
ORD-10366,Kommissionierung beendet,2025-09-04 16:40:13,Lagerhalle A
ORD-10366,Verpacken und Labeldruck,2025-09-04 18:18:13,Packtisch 3
ORD-10366,Versandübergabe,2025-09-04 22:18:13,Rampe 1
ORD-10367,Wareneingang im LVS,2025-09-07 15:47:50,Server
ORD-10367,Kommissionierung gestartet,2025-09-09 12:47:50,Lagerhalle A
ORD-10367,Kommissionierung beendet,2025-09-09 13:30:50,Lagerhalle A
ORD-10367,Verpacken und Labeldruck,2025-09-09 15:30:50,Packtisch 3
ORD-10367,Versandübergabe,2025-09-09 18:30:50,Rampe 1
ORD-10368,Wareneingang im LVS,2025-10-06 15:41:33,Server
ORD-10368,Kommissionierung gestartet,2025-10-07 21:41:33,Lagerhalle A
ORD-10368,Kommissionierung beendet,2025-10-07 22:22:33,Lagerhalle A
ORD-10368,Verpacken und Labeldruck,2025-10-07 22:37:33,Packtisch 3
ORD-10368,Versandübergabe,2025-10-08 01:37:33,Rampe 1
ORD-10369,Wareneingang im LVS,2025-10-31 15:52:33,Server
ORD-10369,Kommissionierung gestartet,2025-11-02 02:52:33,Lagerhalle A
ORD-10369,Kommissionierung beendet,2025-11-02 03:10:33,Lagerhalle A
ORD-10369,Verpacken und Labeldruck,2025-11-02 03:34:33,Packtisch 3
ORD-10369,Versandübergabe,2025-11-02 05:34:33,Rampe 1
ORD-10370,Wareneingang im LVS,2025-10-07 10:53:38,Server
ORD-10370,Kommissionierung gestartet,2025-10-08 01:53:38,Lagerhalle A
ORD-10370,Kommissionierung beendet,2025-10-08 02:12:38,Lagerhalle A
ORD-10370,Verpacken und Labeldruck,2025-10-08 04:08:38,Packtisch 3
ORD-10370,Versandübergabe,2025-10-08 06:08:38,Rampe 1
ORD-10371,Wareneingang im LVS,2025-09-22 20:41:27,Server
ORD-10371,Kommissionierung gestartet,2025-09-24 19:41:27,Lagerhalle A
ORD-10371,Kommissionierung beendet,2025-09-24 20:25:27,Lagerhalle A
ORD-10371,Verpacken und Labeldruck,2025-09-24 21:04:27,Packtisch 3
ORD-10371,Versandübergabe,2025-09-25 01:04:27,Rampe 1
ORD-10372,Wareneingang im LVS,2025-10-18 12:55:07,Server
ORD-10372,Kommissionierung gestartet,2025-10-19 06:55:07,Lagerhalle A
ORD-10372,Kommissionierung beendet,2025-10-19 07:20:07,Lagerhalle A
ORD-10372,Verpacken und Labeldruck,2025-10-19 08:15:07,Packtisch 3
ORD-10372,Versandübergabe,2025-10-19 12:15:07,Rampe 1
ORD-10373,Wareneingang im LVS,2025-09-04 05:04:41,Server
ORD-10373,Kommissionierung gestartet,2025-09-05 07:04:41,Lagerhalle A
ORD-10373,Kommissionierung beendet,2025-09-05 07:36:41,Lagerhalle A
ORD-10373,Verpacken und Labeldruck,2025-09-05 08:42:41,Packtisch 3
ORD-10373,Versandübergabe,2025-09-05 12:42:41,Rampe 1
ORD-10374,Wareneingang im LVS,2025-09-20 15:09:59,Server
ORD-10374,Kommissionierung gestartet,2025-09-21 12:09:59,Lagerhalle A
ORD-10374,Kommissionierung beendet,2025-09-21 12:50:59,Lagerhalle A
ORD-10374,Verpacken und Labeldruck,2025-09-21 14:43:59,Packtisch 3
ORD-10374,Versandübergabe,2025-09-21 15:43:59,Rampe 1
ORD-10375,Wareneingang im LVS,2025-09-16 12:12:40,Server
ORD-10375,Kommissionierung gestartet,2025-09-17 11:12:40,Lagerhalle A
ORD-10375,Kommissionierung beendet,2025-09-17 11:38:40,Lagerhalle A
ORD-10375,Verpacken und Labeldruck,2025-09-17 13:20:40,Packtisch 3
ORD-10375,Versandübergabe,2025-09-17 16:20:40,Rampe 1
ORD-10376,Wareneingang im LVS,2025-09-10 12:56:22,Server
ORD-10376,Kommissionierung gestartet,2025-09-11 09:56:22,Lagerhalle A
ORD-10376,Kommissionierung beendet,2025-09-11 10:21:22,Lagerhalle A
ORD-10376,Verpacken und Labeldruck,2025-09-11 12:17:22,Packtisch 3
ORD-10376,Versandübergabe,2025-09-11 16:17:22,Rampe 1
ORD-10377,Wareneingang im LVS,2025-10-26 12:00:31,Server
ORD-10377,Kommissionierung gestartet,2025-10-28 10:00:31,Lagerhalle A
ORD-10377,Kommissionierung beendet,2025-10-28 10:24:31,Lagerhalle A
ORD-10377,Verpacken und Labeldruck,2025-10-28 11:41:31,Packtisch 3
ORD-10377,Versandübergabe,2025-10-28 15:41:31,Rampe 1
ORD-10378,Wareneingang im LVS,2025-09-20 09:24:04,Server
ORD-10378,Kommissionierung gestartet,2025-09-21 00:24:04,Lagerhalle A
ORD-10378,Kommissionierung beendet,2025-09-21 00:48:04,Lagerhalle A
ORD-10378,Verpacken und Labeldruck,2025-09-21 01:12:04,Packtisch 3
ORD-10378,Versandübergabe,2025-09-21 02:12:04,Rampe 1
ORD-10379,Wareneingang im LVS,2025-09-30 10:15:13,Server
ORD-10379,Kommissionierung gestartet,2025-10-01 09:15:13,Lagerhalle A
ORD-10379,Kommissionierung beendet,2025-10-01 09:32:13,Lagerhalle A
ORD-10379,Verpacken und Labeldruck,2025-10-01 10:08:13,Packtisch 3
ORD-10379,Versandübergabe,2025-10-01 11:08:13,Rampe 1
ORD-10380,Wareneingang im LVS,2025-09-25 17:55:15,Server
ORD-10380,Kommissionierung gestartet,2025-09-26 04:55:15,Lagerhalle A
ORD-10380,Kommissionierung beendet,2025-09-26 05:10:15,Lagerhalle A
ORD-10380,Verpacken und Labeldruck,2025-09-26 07:07:15,Packtisch 3
ORD-10380,Versandübergabe,2025-09-26 11:07:15,Rampe 1
ORD-10381,Wareneingang im LVS,2025-10-07 09:12:32,Server
ORD-10381,Kommissionierung gestartet,2025-10-07 22:12:32,Lagerhalle A
ORD-10381,Kommissionierung beendet,2025-10-07 22:55:32,Lagerhalle A
ORD-10381,Verpacken und Labeldruck,2025-10-07 23:30:32,Packtisch 3
ORD-10381,Versandübergabe,2025-10-08 01:30:32,Rampe 1
ORD-10382,Wareneingang im LVS,2025-10-03 10:31:28,Server
ORD-10382,Kommissionierung gestartet,2025-10-03 15:31:28,Lagerhalle A
ORD-10382,Kommissionierung beendet,2025-10-03 16:09:28,Lagerhalle A
ORD-10382,Verpacken und Labeldruck,2025-10-03 17:45:28,Packtisch 3
ORD-10382,Versandübergabe,2025-10-03 19:45:28,Rampe 1
ORD-10383,Wareneingang im LVS,2025-09-08 10:17:10,Server
ORD-10383,Kommissionierung gestartet,2025-09-08 18:17:10,Lagerhalle A
ORD-10383,Kommissionierung beendet,2025-09-08 19:01:10,Lagerhalle A
ORD-10383,Verpacken und Labeldruck,2025-09-08 19:35:10,Packtisch 3
ORD-10383,Versandübergabe,2025-09-08 21:35:10,Rampe 1
ORD-10384,Wareneingang im LVS,2025-10-30 19:17:49,Server
ORD-10384,Kommissionierung gestartet,2025-10-31 16:17:49,Lagerhalle A
ORD-10384,Kommissionierung beendet,2025-10-31 16:40:49,Lagerhalle A
ORD-10384,Verpacken und Labeldruck,2025-10-31 18:07:49,Packtisch 3
ORD-10384,Versandübergabe,2025-10-31 22:07:49,Rampe 1
ORD-10385,Wareneingang im LVS,2025-09-20 14:08:32,Server
ORD-10385,Kommissionierung gestartet,2025-09-21 20:08:32,Lagerhalle A
ORD-10385,Kommissionierung beendet,2025-09-21 20:42:32,Lagerhalle A
ORD-10385,Verpacken und Labeldruck,2025-09-21 22:34:32,Packtisch 3
ORD-10385,Versandübergabe,2025-09-22 02:34:32,Rampe 1
ORD-10386,Wareneingang im LVS,2025-09-29 15:24:51,Server
ORD-10386,Kommissionierung gestartet,2025-10-01 13:24:51,Lagerhalle A
ORD-10386,Kommissionierung beendet,2025-10-01 13:55:51,Lagerhalle A
ORD-10386,Verpacken und Labeldruck,2025-10-01 15:52:51,Packtisch 3
ORD-10386,Versandübergabe,2025-10-01 18:52:51,Rampe 1
ORD-10387,Wareneingang im LVS,2025-10-17 15:30:30,Server
ORD-10387,Kommissionierung gestartet,2025-10-19 06:30:30,Lagerhalle A
ORD-10387,Kommissionierung beendet,2025-10-19 06:51:30,Lagerhalle A
ORD-10387,Verpacken und Labeldruck,2025-10-19 07:45:30,Packtisch 3
ORD-10387,Versandübergabe,2025-10-19 10:45:30,Rampe 1
ORD-10388,Wareneingang im LVS,2025-10-02 14:27:19,Server
ORD-10388,Kommissionierung gestartet,2025-10-02 22:27:19,Lagerhalle A
ORD-10388,Kommissionierung beendet,2025-10-02 22:50:19,Lagerhalle A
ORD-10388,Verpacken und Labeldruck,2025-10-03 00:14:19,Packtisch 3
ORD-10388,Versandübergabe,2025-10-03 02:14:19,Rampe 1
ORD-10389,Wareneingang im LVS,2025-10-17 13:24:26,Server
ORD-10389,Kommissionierung gestartet,2025-10-18 10:24:26,Lagerhalle A
ORD-10389,Kommissionierung beendet,2025-10-18 10:47:26,Lagerhalle A
ORD-10389,Verpacken und Labeldruck,2025-10-18 11:53:26,Packtisch 3
ORD-10389,Versandübergabe,2025-10-18 14:53:26,Rampe 1
ORD-10390,Wareneingang im LVS,2025-09-20 17:18:56,Server
ORD-10390,Kommissionierung gestartet,2025-09-22 13:18:56,Lagerhalle A
ORD-10390,Kommissionierung beendet,2025-09-22 13:47:56,Lagerhalle A
ORD-10390,Verpacken und Labeldruck,2025-09-22 15:07:56,Packtisch 3
ORD-10390,Versandübergabe,2025-09-22 17:07:56,Rampe 1
ORD-10391,Wareneingang im LVS,2025-09-26 16:07:11,Server
ORD-10391,Kommissionierung gestartet,2025-09-27 16:07:11,Lagerhalle A
ORD-10391,Kommissionierung beendet,2025-09-27 16:48:11,Lagerhalle A
ORD-10391,Verpacken und Labeldruck,2025-09-27 18:15:11,Packtisch 3
ORD-10391,Versandübergabe,2025-09-27 19:15:11,Rampe 1
ORD-10392,Wareneingang im LVS,2025-09-19 18:49:53,Server
ORD-10392,Kommissionierung gestartet,2025-09-21 14:49:53,Lagerhalle A
ORD-10392,Kommissionierung beendet,2025-09-21 15:23:53,Lagerhalle A
ORD-10392,Verpacken und Labeldruck,2025-09-21 16:40:53,Packtisch 3
ORD-10392,Versandübergabe,2025-09-21 18:40:53,Rampe 1
ORD-10393,Wareneingang im LVS,2025-10-04 17:37:28,Server
ORD-10393,Kommissionierung gestartet,2025-10-06 04:37:28,Lagerhalle A
ORD-10393,Kommissionierung beendet,2025-10-06 05:09:28,Lagerhalle A
ORD-10393,Verpacken und Labeldruck,2025-10-06 06:14:28,Packtisch 3
ORD-10393,Versandübergabe,2025-10-06 08:14:28,Rampe 1
ORD-10394,Wareneingang im LVS,2025-10-11 17:36:28,Server
ORD-10394,Kommissionierung gestartet,2025-10-12 22:36:28,Lagerhalle A
ORD-10394,Kommissionierung beendet,2025-10-12 23:03:28,Lagerhalle A
ORD-10394,Verpacken und Labeldruck,2025-10-12 23:50:28,Packtisch 3
ORD-10394,Versandübergabe,2025-10-13 02:50:28,Rampe 1
ORD-10395,Wareneingang im LVS,2025-10-30 19:29:44,Server
ORD-10395,Kommissionierung gestartet,2025-11-01 13:29:44,Lagerhalle A
ORD-10395,Kommissionierung beendet,2025-11-01 14:12:44,Lagerhalle A
ORD-10395,Verpacken und Labeldruck,2025-11-01 15:30:44,Packtisch 3
ORD-10395,Versandübergabe,2025-11-01 18:30:44,Rampe 1
ORD-10396,Wareneingang im LVS,2025-10-14 09:18:51,Server
ORD-10396,Kommissionierung gestartet,2025-10-14 17:18:51,Lagerhalle A
ORD-10396,Kommissionierung beendet,2025-10-14 17:51:51,Lagerhalle A
ORD-10396,Verpacken und Labeldruck,2025-10-14 18:40:51,Packtisch 3
ORD-10396,Versandübergabe,2025-10-14 21:40:51,Rampe 1
ORD-10397,Wareneingang im LVS,2025-10-09 11:37:51,Server
ORD-10397,Kommissionierung gestartet,2025-10-10 17:37:51,Lagerhalle A
ORD-10397,Kommissionierung beendet,2025-10-10 18:13:51,Lagerhalle A
ORD-10397,Verpacken und Labeldruck,2025-10-10 19:59:51,Packtisch 3
ORD-10397,Versandübergabe,2025-10-10 22:59:51,Rampe 1
ORD-10398,Wareneingang im LVS,2025-10-01 13:17:14,Server
ORD-10398,Kommissionierung gestartet,2025-10-03 00:17:14,Lagerhalle A
ORD-10398,Kommissionierung beendet,2025-10-03 00:34:14,Lagerhalle A
ORD-10398,Verpacken und Labeldruck,2025-10-03 01:49:14,Packtisch 3
ORD-10398,Versandübergabe,2025-10-03 05:49:14,Rampe 1
ORD-10399,Wareneingang im LVS,2025-09-25 10:33:55,Server
ORD-10399,Kommissionierung gestartet,2025-09-26 16:33:55,Lagerhalle A
ORD-10399,Kommissionierung beendet,2025-09-26 16:58:55,Lagerhalle A
ORD-10399,Verpacken und Labeldruck,2025-09-26 18:19:55,Packtisch 3
ORD-10399,Versandübergabe,2025-09-26 20:19:55,Rampe 1
ORD-10400,Wareneingang im LVS,2025-09-24 12:37:52,Server
ORD-10400,Kommissionierung gestartet,2025-09-24 20:37:52,Lagerhalle A
ORD-10400,Kommissionierung beendet,2025-09-24 21:00:52,Lagerhalle A
ORD-10400,Verpacken und Labeldruck,2025-09-24 22:42:52,Packtisch 3
ORD-10400,Versandübergabe,2025-09-25 01:42:52,Rampe 1
ORD-10401,Wareneingang im LVS,2025-09-21 11:10:35,Server
ORD-10401,Kommissionierung gestartet,2025-09-22 05:10:35,Lagerhalle A
ORD-10401,Kommissionierung beendet,2025-09-22 05:40:35,Lagerhalle A
ORD-10401,Verpacken und Labeldruck,2025-09-22 05:50:35,Packtisch 3
ORD-10401,Versandübergabe,2025-09-22 09:50:35,Rampe 1
ORD-10402,Wareneingang im LVS,2025-10-03 17:05:33,Server
ORD-10402,Kommissionierung gestartet,2025-10-04 12:05:33,Lagerhalle A
ORD-10402,Kommissionierung beendet,2025-10-04 12:43:33,Lagerhalle A
ORD-10402,Verpacken und Labeldruck,2025-10-04 13:33:33,Packtisch 3
ORD-10402,Versandübergabe,2025-10-04 15:33:33,Rampe 1
ORD-10403,Wareneingang im LVS,2025-09-19 12:59:44,Server
ORD-10403,Kommissionierung gestartet,2025-09-19 17:59:44,Lagerhalle A
ORD-10403,Kommissionierung beendet,2025-09-19 18:28:44,Lagerhalle A
ORD-10403,Verpacken und Labeldruck,2025-09-19 19:06:44,Packtisch 3
ORD-10403,Versandübergabe,2025-09-19 23:06:44,Rampe 1
ORD-10404,Wareneingang im LVS,2025-10-26 16:43:04,Server
ORD-10404,Kommissionierung gestartet,2025-10-26 21:43:04,Lagerhalle A
ORD-10404,Kommissionierung beendet,2025-10-26 22:18:04,Lagerhalle A
ORD-10404,Verpacken und Labeldruck,2025-10-26 22:31:04,Packtisch 3
ORD-10404,Versandübergabe,2025-10-27 00:31:04,Rampe 1
ORD-10405,Wareneingang im LVS,2025-10-25 09:05:11,Server
ORD-10405,Kommissionierung gestartet,2025-10-27 04:05:11,Lagerhalle A
ORD-10405,Kommissionierung beendet,2025-10-27 04:34:11,Lagerhalle A
ORD-10405,Verpacken und Labeldruck,2025-10-27 06:07:11,Packtisch 3
ORD-10405,Versandübergabe,2025-10-27 10:07:11,Rampe 1
ORD-10406,Wareneingang im LVS,2025-10-11 09:01:18,Server
ORD-10406,Kommissionierung gestartet,2025-10-11 15:01:18,Lagerhalle A
ORD-10406,Kommissionierung beendet,2025-10-11 15:16:18,Lagerhalle A
ORD-10406,Verpacken und Labeldruck,2025-10-11 16:20:18,Packtisch 3
ORD-10406,Versandübergabe,2025-10-11 19:20:18,Rampe 1
ORD-10407,Wareneingang im LVS,2025-09-07 16:23:44,Server
ORD-10407,Kommissionierung gestartet,2025-09-08 22:23:44,Lagerhalle A
ORD-10407,Kommissionierung beendet,2025-09-08 22:59:44,Lagerhalle A
ORD-10407,Verpacken und Labeldruck,2025-09-09 00:07:44,Packtisch 3
ORD-10407,Versandübergabe,2025-09-09 04:07:44,Rampe 1
ORD-10408,Wareneingang im LVS,2025-10-23 16:34:32,Server
ORD-10408,Kommissionierung gestartet,2025-10-25 05:34:32,Lagerhalle A
ORD-10408,Kommissionierung beendet,2025-10-25 05:53:32,Lagerhalle A
ORD-10408,Verpacken und Labeldruck,2025-10-25 06:06:32,Packtisch 3
ORD-10408,Versandübergabe,2025-10-25 07:06:32,Rampe 1
ORD-10409,Wareneingang im LVS,2025-09-08 19:25:53,Server
ORD-10409,Kommissionierung gestartet,2025-09-10 09:25:53,Lagerhalle A
ORD-10409,Kommissionierung beendet,2025-09-10 10:03:53,Lagerhalle A
ORD-10409,Verpacken und Labeldruck,2025-09-10 11:43:53,Packtisch 3
ORD-10409,Versandübergabe,2025-09-10 15:43:53,Rampe 1
ORD-10410,Wareneingang im LVS,2025-10-12 09:56:19,Server
ORD-10410,Kommissionierung gestartet,2025-10-12 15:56:19,Lagerhalle A
ORD-10410,Kommissionierung beendet,2025-10-12 16:23:19,Lagerhalle A
ORD-10410,Verpacken und Labeldruck,2025-10-12 17:19:19,Packtisch 3
ORD-10410,Versandübergabe,2025-10-12 20:19:19,Rampe 1
ORD-10411,Wareneingang im LVS,2025-09-26 18:40:44,Server
ORD-10411,Kommissionierung gestartet,2025-09-28 18:40:44,Lagerhalle A
ORD-10411,Kommissionierung beendet,2025-09-28 18:56:44,Lagerhalle A
ORD-10411,Verpacken und Labeldruck,2025-09-28 19:19:44,Packtisch 3
ORD-10411,Versandübergabe,2025-09-28 23:19:44,Rampe 1
ORD-10412,Wareneingang im LVS,2025-10-18 11:10:17,Server
ORD-10412,Kommissionierung gestartet,2025-10-20 00:10:17,Lagerhalle A
ORD-10412,Kommissionierung beendet,2025-10-20 00:29:17,Lagerhalle A
ORD-10412,Verpacken und Labeldruck,2025-10-20 01:51:17,Packtisch 3
ORD-10412,Versandübergabe,2025-10-20 02:51:17,Rampe 1
ORD-10413,Wareneingang im LVS,2025-09-15 01:44:54,Server
ORD-10413,Kommissionierung gestartet,2025-09-15 06:44:54,Lagerhalle A
ORD-10413,Kommissionierung beendet,2025-09-15 07:09:54,Lagerhalle A
ORD-10413,Verpacken und Labeldruck,2025-09-15 09:04:54,Packtisch 3
ORD-10413,Versandübergabe,2025-09-15 10:04:54,Rampe 1
ORD-10414,Wareneingang im LVS,2025-09-13 17:15:48,Server
ORD-10414,Kommissionierung gestartet,2025-09-14 12:15:48,Lagerhalle A
ORD-10414,Kommissionierung beendet,2025-09-14 12:35:48,Lagerhalle A
ORD-10414,Verpacken und Labeldruck,2025-09-14 13:31:48,Packtisch 3
ORD-10414,Versandübergabe,2025-09-14 15:31:48,Rampe 1
ORD-10415,Wareneingang im LVS,2025-09-26 16:28:12,Server
ORD-10415,Kommissionierung gestartet,2025-09-27 22:28:12,Lagerhalle A
ORD-10415,Kommissionierung beendet,2025-09-27 22:47:12,Lagerhalle A
ORD-10415,Verpacken und Labeldruck,2025-09-27 23:23:12,Packtisch 3
ORD-10415,Versandübergabe,2025-09-28 03:23:12,Rampe 1
ORD-10416,Wareneingang im LVS,2025-09-03 08:43:46,Server
ORD-10416,Kommissionierung gestartet,2025-09-04 17:43:46,Lagerhalle A
ORD-10416,Kommissionierung beendet,2025-09-04 18:16:46,Lagerhalle A
ORD-10416,Verpacken und Labeldruck,2025-09-04 19:53:46,Packtisch 3
ORD-10416,Versandübergabe,2025-09-04 21:53:46,Rampe 1
ORD-10417,Wareneingang im LVS,2025-09-09 10:20:21,Server
ORD-10417,Kommissionierung gestartet,2025-09-11 00:20:21,Lagerhalle A
ORD-10417,Kommissionierung beendet,2025-09-11 00:36:21,Lagerhalle A
ORD-10417,Verpacken und Labeldruck,2025-09-11 02:16:21,Packtisch 3
ORD-10417,Versandübergabe,2025-09-11 06:16:21,Rampe 1
ORD-10418,Wareneingang im LVS,2025-10-21 13:59:33,Server
ORD-10418,Kommissionierung gestartet,2025-10-23 07:59:33,Lagerhalle A
ORD-10418,Kommissionierung beendet,2025-10-23 08:44:33,Lagerhalle A
ORD-10418,Verpacken und Labeldruck,2025-10-23 09:23:33,Packtisch 3
ORD-10418,Versandübergabe,2025-10-23 10:23:33,Rampe 1
ORD-10419,Wareneingang im LVS,2025-09-18 17:02:51,Server
ORD-10419,Kommissionierung gestartet,2025-09-20 02:02:51,Lagerhalle A
ORD-10419,Kommissionierung beendet,2025-09-20 02:46:51,Lagerhalle A
ORD-10419,Verpacken und Labeldruck,2025-09-20 03:22:51,Packtisch 3
ORD-10419,Versandübergabe,2025-09-20 05:22:51,Rampe 1
ORD-10420,Wareneingang im LVS,2025-09-29 13:23:28,Server
ORD-10420,Kommissionierung gestartet,2025-09-30 22:23:28,Lagerhalle A
ORD-10420,Kommissionierung beendet,2025-09-30 22:54:28,Lagerhalle A
ORD-10420,Verpacken und Labeldruck,2025-10-01 00:38:28,Packtisch 3
ORD-10420,Versandübergabe,2025-10-01 03:38:28,Rampe 1
ORD-10421,Wareneingang im LVS,2025-09-03 15:42:28,Server
ORD-10421,Kommissionierung gestartet,2025-09-05 01:42:28,Lagerhalle A
ORD-10421,Kommissionierung beendet,2025-09-05 02:09:28,Lagerhalle A
ORD-10421,Verpacken und Labeldruck,2025-09-05 02:23:28,Packtisch 3
ORD-10421,Versandübergabe,2025-09-05 05:23:28,Rampe 1
ORD-10422,Wareneingang im LVS,2025-09-30 11:06:39,Server
ORD-10422,Kommissionierung gestartet,2025-10-02 08:06:39,Lagerhalle A
ORD-10422,Kommissionierung beendet,2025-10-02 08:35:39,Lagerhalle A
ORD-10422,Verpacken und Labeldruck,2025-10-02 09:05:39,Packtisch 3
ORD-10422,Versandübergabe,2025-10-02 10:05:39,Rampe 1
ORD-10423,Wareneingang im LVS,2025-10-24 14:23:12,Server
ORD-10423,Kommissionierung gestartet,2025-10-26 08:23:12,Lagerhalle A
ORD-10423,Kommissionierung beendet,2025-10-26 08:39:12,Lagerhalle A
ORD-10423,Verpacken und Labeldruck,2025-10-26 09:18:12,Packtisch 3
ORD-10423,Versandübergabe,2025-10-26 11:18:12,Rampe 1
ORD-10424,Wareneingang im LVS,2025-10-01 16:05:24,Server
ORD-10424,Kommissionierung gestartet,2025-10-03 07:05:24,Lagerhalle A
ORD-10424,Kommissionierung beendet,2025-10-03 07:37:24,Lagerhalle A
ORD-10424,Verpacken und Labeldruck,2025-10-03 09:34:24,Packtisch 3
ORD-10424,Versandübergabe,2025-10-03 13:34:24,Rampe 1
ORD-10425,Wareneingang im LVS,2025-10-10 14:29:19,Server
ORD-10425,Kommissionierung gestartet,2025-10-11 05:29:19,Lagerhalle A
ORD-10425,Kommissionierung beendet,2025-10-11 05:57:19,Lagerhalle A
ORD-10425,Verpacken und Labeldruck,2025-10-11 06:29:19,Packtisch 3
ORD-10425,Versandübergabe,2025-10-11 07:29:19,Rampe 1
ORD-10426,Wareneingang im LVS,2025-09-01 09:13:30,Server
ORD-10426,Kommissionierung gestartet,2025-09-02 21:13:30,Lagerhalle A
ORD-10426,Kommissionierung beendet,2025-09-02 21:53:30,Lagerhalle A
ORD-10426,Verpacken und Labeldruck,2025-09-02 23:37:30,Packtisch 3
ORD-10426,Versandübergabe,2025-09-03 01:37:30,Rampe 1
ORD-10427,Wareneingang im LVS,2025-09-01 14:16:24,Server
ORD-10427,Kommissionierung gestartet,2025-09-03 14:16:24,Lagerhalle A
ORD-10427,Kommissionierung beendet,2025-09-03 14:37:24,Lagerhalle A
ORD-10427,Verpacken und Labeldruck,2025-09-03 16:35:24,Packtisch 3
ORD-10427,Versandübergabe,2025-09-03 17:35:24,Rampe 1
ORD-10428,Wareneingang im LVS,2025-10-11 16:10:48,Server
ORD-10428,Kommissionierung gestartet,2025-10-12 06:10:48,Lagerhalle A
ORD-10428,Kommissionierung beendet,2025-10-12 06:32:48,Lagerhalle A
ORD-10428,Verpacken und Labeldruck,2025-10-12 08:30:48,Packtisch 3
ORD-10428,Versandübergabe,2025-10-12 09:30:48,Rampe 1
ORD-10429,Wareneingang im LVS,2025-10-29 08:22:07,Server
ORD-10429,Kommissionierung gestartet,2025-10-31 02:22:07,Lagerhalle A
ORD-10429,Kommissionierung beendet,2025-10-31 02:45:07,Lagerhalle A
ORD-10429,Verpacken und Labeldruck,2025-10-31 03:00:07,Packtisch 3
ORD-10429,Versandübergabe,2025-10-31 04:00:07,Rampe 1
ORD-10430,Wareneingang im LVS,2025-09-10 13:55:21,Server
ORD-10430,Kommissionierung gestartet,2025-09-10 22:55:21,Lagerhalle A
ORD-10430,Kommissionierung beendet,2025-09-10 23:31:21,Lagerhalle A
ORD-10430,Verpacken und Labeldruck,2025-09-11 00:25:21,Packtisch 3
ORD-10430,Versandübergabe,2025-09-11 03:25:21,Rampe 1
ORD-10431,Wareneingang im LVS,2025-09-24 14:03:24,Server
ORD-10431,Kommissionierung gestartet,2025-09-24 22:03:24,Lagerhalle A
ORD-10431,Kommissionierung beendet,2025-09-24 22:44:24,Lagerhalle A
ORD-10431,Verpacken und Labeldruck,2025-09-24 23:48:24,Packtisch 3
ORD-10431,Versandübergabe,2025-09-25 03:48:24,Rampe 1
ORD-10432,Wareneingang im LVS,2025-10-30 17:09:13,Server
ORD-10432,Kommissionierung gestartet,2025-11-01 15:09:13,Lagerhalle A
ORD-10432,Kommissionierung beendet,2025-11-01 15:48:13,Lagerhalle A
ORD-10432,Verpacken und Labeldruck,2025-11-01 16:03:13,Packtisch 3
ORD-10432,Versandübergabe,2025-11-01 19:03:13,Rampe 1
ORD-10433,Wareneingang im LVS,2025-10-06 09:57:10,Server
ORD-10433,Kommissionierung gestartet,2025-10-07 03:57:10,Lagerhalle A
ORD-10433,Kommissionierung beendet,2025-10-07 04:33:10,Lagerhalle A
ORD-10433,Verpacken und Labeldruck,2025-10-07 05:36:10,Packtisch 3
ORD-10433,Versandübergabe,2025-10-07 08:36:10,Rampe 1
ORD-10434,Wareneingang im LVS,2025-09-05 14:31:26,Server
ORD-10434,Kommissionierung gestartet,2025-09-07 11:31:26,Lagerhalle A
ORD-10434,Kommissionierung beendet,2025-09-07 11:54:26,Lagerhalle A
ORD-10434,Verpacken und Labeldruck,2025-09-07 13:30:26,Packtisch 3
ORD-10434,Versandübergabe,2025-09-07 17:30:26,Rampe 1
ORD-10435,Wareneingang im LVS,2025-09-14 08:56:51,Server
ORD-10435,Kommissionierung gestartet,2025-09-16 03:56:51,Lagerhalle A
ORD-10435,Kommissionierung beendet,2025-09-16 04:23:51,Lagerhalle A
ORD-10435,Verpacken und Labeldruck,2025-09-16 05:31:51,Packtisch 3
ORD-10435,Versandübergabe,2025-09-16 06:31:51,Rampe 1
ORD-10436,Wareneingang im LVS,2025-09-06 17:28:45,Server
ORD-10436,Kommissionierung gestartet,2025-09-08 13:28:45,Lagerhalle A
ORD-10436,Kommissionierung beendet,2025-09-08 14:06:45,Lagerhalle A
ORD-10436,Verpacken und Labeldruck,2025-09-08 14:37:45,Packtisch 3
ORD-10436,Versandübergabe,2025-09-08 18:37:45,Rampe 1
ORD-10437,Wareneingang im LVS,2025-10-04 11:13:34,Server
ORD-10437,Kommissionierung gestartet,2025-10-05 11:13:34,Lagerhalle A
ORD-10437,Kommissionierung beendet,2025-10-05 11:33:34,Lagerhalle A
ORD-10437,Verpacken und Labeldruck,2025-10-05 12:27:34,Packtisch 3
ORD-10437,Versandübergabe,2025-10-05 14:27:34,Rampe 1
ORD-10438,Wareneingang im LVS,2025-10-20 10:02:22,Server
ORD-10438,Kommissionierung gestartet,2025-10-22 04:02:22,Lagerhalle A
ORD-10438,Kommissionierung beendet,2025-10-22 04:35:22,Lagerhalle A
ORD-10438,Verpacken und Labeldruck,2025-10-22 04:48:22,Packtisch 3
ORD-10438,Versandübergabe,2025-10-22 08:48:22,Rampe 1
